date,state,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease,anthing
5/1/2020,VI,4,,0,,,,,0,,,811,4,,,,,,66,,0,0,,,,,,51,,0,877,4,,,,,,0,,0,
5/1/2020,VT,50,,1,,,,19,0,,,13093,524,,,,,,879,879,13,0,,,,,,,,0,17899,1048,,,,,13972,537,17899,1048,
5/1/2020,WA,814,,13,,,,470,0,,120,,0,,,,,,15418,15418,328,0,,,,,,,225299,5695,225299,5695,,,,,209827,4792,,0,
5/1/2020,WI,327,,11,,1544,1544,341,32,391,127,72566,3172,,,,,,8550,7314,498,0,,,,,,3352,88707,3806,88707,3806,,,,,,0,,0,
5/1/2020,WV,46,,5,,,,81,0,,33,,0,,,,,18,1136,1136,18,0,,,,,,555,,0,45723,2066,,,,,,0,45723,2066,
5/1/2020,WY,7,,0,,56,56,13,0,,,9136,234,,,11792,,,566,420,7,0,,,,,487,373,,0,12279,619,,,,,,0,12279,619,
4/1/2020,AK,3,,0,,15,15,,3,,,,0,,,,,,141,,13,0,,,,,,,,0,4603,890,,,,,,0,4603,890,
4/1/2020,AL,26,,13,,,,258,0,,,6697,399,,,,,,1077,1077,96,0,,,,,,,,0,7774,495,,,,,7774,495,,0,
4/1/2020,AR,10,,2,,90,90,56,90,,,7354,1395,,,,32,25,584,584,61,0,,,,,,42,,0,7938,1456,,,,,,0,7938,1456,
4/1/2020,AS,0,,0,,,,,0,,,3,0,,,,,,0,0,0,0,,,,,,,,0,3,0,,,,,,0,3,0,
4/1/2020,AZ,29,,5,,582,582,,48,,,19645,1563,,,,,,1413,,124,0,,,,,,,,0,30273,2274,0,,,,21058,1687,30273,2274,
4/1/2020,CA,171,,18,,,,1855,0,,774,21772,0,,,,,,8155,8155,673,0,,,,,,,,0,29927,673,,,,,,0,29927,673,
4/1/2020,CO,80,,11,,620,620,698,111,,,15303,1420,,,,,,3342,,376,0,,,,,,,20206,1692,20206,1692,,,,,18645,1796,,0,
4/1/2020,CT,85,,16,,,,766,0,,,,0,,,18064,,,3557,,429,0,,,,,7270,,,0,25348,2230,,,,,,0,25348,2230,
4/1/2020,DC,11,,2,,,,,0,,,,0,,,,,,586,,91,0,,,,,,142,3848,91,3848,91,,,,,,0,,0,
4/1/2020,DE,13,13,1,0,,,51,0,,,4015,319,,,,,,368,,49,0,,,,,353,49,6058,590,6058,590,,,,,,0,,0,
4/1/2020,FL,87,,10,,949,949,,126,,,59529,5244,,,,,,6516,,904,0,,,,,,,63259,8213,63259,8213,,,,,,0,,0,
4/1/2020,GA,139,,28,,952,952,,119,,,,0,,,,,,4638,,709,0,,,,,3713,,,0,20338,428,,,,,,0,20338,428,
4/1/2020,GU,3,,1,,,,19,0,,2,406,35,,,,,,77,,8,0,,,,,,9,,0,483,43,,,,,,0,,0,
4/1/2020,HI,1,1,1,,13,13,,1,,,8721,250,,,,,,208,,4,0,,,,,219,58,9318,488,9318,488,,,,,,0,,0,
4/1/2020,IA,9,,2,,99,99,63,5,,,7304,416,,,,,,549,549,52,0,,,,,,118,,0,7853,468,,,,,,0,,0,
4/1/2020,ID,9,,2,,46,46,49,1,7,,6076,779,,,,,,524,524,110,0,,,,,,,,0,6601,889,,,,,6601,889,,0,
4/1/2020,IL,141,,42,,,,,0,,,,0,,,,,,6980,,986,0,,,,,,,,0,40384,5159,,,,,,0,40384,5159,
4/1/2020,IN,65,,16,,,,,0,,,11810,596,,,,,,2565,,406,0,,,,,3785,,,0,26892,2552,,,,,,0,26892,2552,
4/1/2020,KS,10,,1,,114,114,,35,,,5411,415,,,,,,482,,54,0,,,,,,,,0,5893,469,,,,,,0,,0,
4/1/2020,KY,17,,6,,,,,0,,,,0,,,,,,591,,111,0,,,,,,,,0,7556,746,,,,,,0,7556,746,
4/1/2020,LA,273,,34,,,,1498,0,,,39352,5622,,,,,490,6424,6424,1187,0,,,,,,,,0,45776,6809,,,,,,0,,0,
4/1/2020,MA,187,,34,,682,682,,120,,,44000,3685,,,,,,7738,7738,1118,0,,,,,11943,,,0,69570,5576,,,,,,0,69570,5576,
4/1/2020,MD,52,50,9,2,522,522,,93,,,17233,2365,,,,,,1985,1985,325,0,,,,,2356,,,0,18203,2945,,,,,,0,18203,2945,
4/1/2020,ME,7,,2,,63,63,,6,,,,0,,,,,,344,344,41,0,,,,,413,80,,0,9203,560,,,,,,0,9203,560,
4/1/2020,MI,676,765,125,35,,,,0,,,,0,,,29951,,,20246,19844,1592,0,,,,,13237,,,0,43188,6133,,,,,,0,43188,6133,
4/1/2020,MN,17,,5,,122,122,54,10,27,27,21880,945,,,,,,973,973,57,0,,,,,,,22853,1002,22853,1002,,,,,,0,,0,
4/1/2020,MO,18,,4,,,,,0,,,15846,1232,,,19540,,,1581,1581,254,0,,,,,2402,,,0,21956,2767,,,,,,0,21956,2767,
4/1/2020,MP,1,,0,,,,,0,,,,0,,,,,,6,6,4,0,,,,,,,,0,6,4,,,,,,0,,0,
4/1/2020,MS,22,,2,,332,332,,121,,,3712,175,,,,,,1073,,136,0,,,,,,,,0,4785,311,,,,,,0,,0,
4/1/2020,MT,5,,1,,17,17,,3,,,,0,,,,,,208,,24,0,,,,,,,,0,4845,960,,,,,,0,4845,960,
4/1/2020,NC,10,,2,,,,204,0,,,,0,,,,,,1584,,86,0,,,,,,,,0,27671,2787,,,,,,0,27671,2787,
4/1/2020,ND,3,,0,,23,23,,2,,,4351,220,,,,,,139,139,22,0,,,,,,34,4640,565,4640,565,,,,,4478,536,4666,568,
4/1/2020,NE,4,,1,,,,,0,,,3475,544,,,3187,,,210,,38,0,,,,,175,,,0,3419,417,,,,,3693,582,3419,417,
4/1/2020,NH,4,,1,,58,58,,9,,,6078,415,,,,,,415,,48,0,,,,,,91,,0,6689,449,,,,,,0,6689,449,
4/1/2020,NJ,475,355,111,120,,,2000,0,,,30387,3310,,,,,,22255,22255,3559,0,,,,,,,,0,52642,6869,,,,,52642,6869,,0,
4/1/2020,NM,6,,1,,,,31,0,,,13648,723,,,,,,315,,34,0,,,,,,26,,0,13240,713,,,,,,0,13240,713,
4/1/2020,NV,45,,8,,,,,0,,,11519,838,,,,,,1279,1279,166,0,,,,,,,16075,1249,16075,1249,,,,,,0,15301,1157,
4/1/2020,NY,1941,,391,,,,12226,0,,3022,,0,,,,,,83712,,7917,0,,,,,,,220934,15701,220934,15701,,,,,,0,,0,
4/1/2020,OH,65,,10,,679,679,,94,222,,,0,,,,,,2547,2547,348,0,,,,,2287,,,0,30153,2543,,,,,,0,30153,2543,
4/1/2020,OK,30,,7,,219,219,174,42,,98,1248,19,,,,,,719,,154,0,,,,,,,,0,1967,173,,,,,,0,,0,
4/1/2020,OR,18,,2,,154,154,132,14,,,13136,859,,,1790,,40,690,,84,0,,,,,1816,,,0,3606,1064,,,,,,0,3606,1064,
4/1/2020,PA,74,,11,,620,620,,106,,,42427,4782,,,,,,5805,,962,0,,,,,,,49527,6034,49527,6034,,,,,48232,5744,,0,
4/1/2020,PR,11,,3,,,,,0,,,1409,214,,,,,,286,,47,0,,,,,,,,0,1695,261,,,,,,0,,0,
4/1/2020,RI,10,,2,,,,60,0,,14,4189,645,,,4517,,6,668,,100,0,,,,,654,,4337,440,4337,440,,,,,4857,745,5171,798,
4/1/2020,SC,26,,4,,102,102,,0,,,5033,417,,,,,,1293,1293,210,0,,,,,,,,0,6326,627,,,,,,0,,0,
4/1/2020,SD,2,,1,,12,12,,0,,,3903,294,,,,,,129,,21,0,,,,,574,51,,0,3968,245,,,,,4032,315,3968,245,
4/1/2020,TN,24,,1,,200,200,486,25,,,,0,,,29769,,,2683,,444,0,,,,,2683,137,,0,32452,5092,,,,,,0,32452,5092,
4/1/2020,TX,58,,17,,,,196,0,,,,0,,,,,,3996,3996,730,0,,,,,9091,38,,0,86329,8109,,,,,,0,86329,8109,
4/1/2020,UT,7,,2,,91,91,,18,,,23229,2703,,,23602,,,1012,,125,0,,,,,1241,,,0,24843,2913,,,,,24424,2844,24843,2913,
4/1/2020,VA,34,,7,,165,165,,29,,,,0,,,,,,1484,,234,0,,2,,,4191,,23290,1897,23290,1897,,19,,,,0,,0,
4/1/2020,VI,,,0,,,,,0,,,126,0,,,,,,30,,0,0,,,,,,21,,0,156,0,,,,,,0,,0,
4/1/2020,VT,16,,3,,45,45,30,9,,,4019,180,,,,,,320,320,27,0,,,,,,15,,0,4662,215,,,,,4339,207,4662,215,
4/1/2020,WA,282,,20,,,,,0,,,,0,,,,,,6525,6525,568,0,,,,,,,93374,4962,93374,4962,,,,,90110,4717,,0,
4/1/2020,WI,24,,8,,398,398,,61,,,18819,1444,,,,,,1821,1550,236,0,,,,,,,22446,2057,22446,2057,,,,,,0,,0,
4/1/2020,WV,1,,0,,,,,0,,,,0,,,,,,191,191,29,0,,,,,,,,0,3950,410,,,,,,0,3950,410,
4/1/2020,WY,0,,0,,18,18,,1,,,2218,219,,,3050,,,130,137,21,0,,,,,188,31,,0,3238,316,,,,,,0,3238,316,
3/2/2020,WY,,,0,,,,,0,,,,0,,,1,,,,,0,0,,,,,0,,,0,1,0,,,,,,0,1,0,
3/1/2020,CT,,,0,,,,,0,,,,0,,,4,,,,,0,0,,,,,0,,,0,4,1,,,,,,0,4,1,
3/1/2020,FL,,,0,,,,,0,,,,0,,,,,,0,,0,0,,,,,,,15,0,15,0,,,,,,0,,0,
3/1/2020,IN,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,0,,,0,6,2,,,,,,0,6,2,
3/1/2020,MA,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,7,,,0,23,4,,,,,,0,23,4,
3/1/2020,MI,,0,0,0,,,,0,,,,0,,,,,,14,14,0,0,,,,,,,,0,,0,,,,,,0,,0,
3/1/2020,NE,,,0,,,,,0,,,,0,,,33,,,,,0,0,,,,,0,,,0,36,11,,,,,,0,36,11,
3/1/2020,NJ,0,,0,0,,,,0,,,,0,,,,,,,,0,0,,,,,,,,0,0,0,,,,,,0,,0,
3/1/2020,RI,,,0,,,,,0,,,2,0,,,2,,,2,,0,0,,,,,2,,,0,,0,,,,,4,4,4,4,
3/1/2020,VA,,,0,,,,,0,,,,0,,,,,,,,0,0,,1,,,2090,,6449,2,6449,2,,18,,,,0,,0,
3/1/2020,WA,8,,3,,,,,0,,,,0,,,,,,26,26,8,0,,,,,,,117,75,117,75,,,,,114,73,,0,
3/1/2020,WY,,,0,,,,,0,,,,0,,,1,,,,,0,0,,,,,0,,,0,1,0,,,,,,0,1,1,
2/29/2020,CT,,,0,,,,,0,,,,0,,,3,,,,,0,0,,,,,0,,,0,3,0,,,,,,0,3,3,
2/29/2020,FL,,,0,,,,,0,,,,0,,,,,,0,,0,0,,,,,,,15,0,15,0,,,,,,0,,0,
2/29/2020,IN,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,0,,,0,4,2,,,,,,0,4,2,
2/29/2020,MA,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,6,,,0,19,1,,,,,,0,19,1,
2/29/2020,NE,,,0,,,,,0,,,,0,,,24,,,,,0,0,,,,,0,,,0,25,15,,,,,,0,25,15,
2/29/2020,NJ,0,,0,0,,,,0,,,,0,,,,,,,,0,0,,,,,,,,0,0,0,,,,,,0,,0,
2/29/2020,VA,,,0,,,,,0,,,,0,,,,,,,,0,0,,1,,,2090,,6447,2,6447,2,,17,,,,0,,0,
2/29/2020,WA,5,,1,,,,,0,,,,0,,,,,,18,18,3,0,,,,,,,42,42,42,42,,,,,41,41,,0,
2/28/2020,FL,,,0,,,,,0,,,,0,,,,,,0,,0,0,,,,,,,15,0,15,0,,,,,,0,,0,
2/28/2020,IN,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,0,,,0,2,1,,,,,,0,2,1,
2/28/2020,MA,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,6,,,0,18,2,,,,,,0,18,2,
2/28/2020,NE,,,0,,,,,0,,,,0,,,9,,,,,0,0,,,,,0,,,0,10,0,,,,,,0,10,0,
2/28/2020,NJ,0,,0,0,,,,0,,,,0,,,,,,,,0,0,,,,,,,,0,0,0,,,,,,0,,0,
2/28/2020,VA,,,0,,,,,0,,,,0,,,,,,,,0,0,,0,,,2090,,6445,0,6445,0,,14,,,,0,,0,
2/28/2020,WA,4,,2,,,,,0,,,,0,,,,,,15,15,2,0,,,,,,,0,0,0,0,,,,,,0,,0,
2/27/2020,FL,,,0,,,,,0,,,,0,,,,,,0,,0,0,,,,,,,15,0,15,0,,,,,,0,,0,
2/27/2020,IN,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,0,,,0,1,0,,,,,,0,1,1,
2/27/2020,MA,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,5,,,0,16,0,,,,,,0,16,0,
2/27/2020,NE,,,0,,,,,0,,,,0,,,9,,,,,0,0,,,,,0,,,0,10,0,,,,,,0,10,0,
2/27/2020,NJ,0,,0,0,,,,0,,,,0,,,,,,,,0,0,,,,,,,,0,0,0,,,,,,0,,0,
2/27/2020,VA,,,0,,,,,0,,,,0,,,,,,,,0,0,,0,,,,,6445,6445,6445,6445,,14,,,,0,,0,
2/27/2020,WA,2,,0,,,,,0,,,,0,,,,,,13,13,1,0,,,,,,,0,0,0,0,,,,,,0,,0,
2/26/2020,FL,,,0,,,,,0,,,,0,,,,,,0,,0,0,,,,,,,15,0,15,0,,,,,,0,,0,
2/26/2020,MA,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,5,,,0,16,0,,,,,,0,16,0,
2/26/2020,NE,,,0,,,,,0,,,,0,,,9,,,,,0,0,,,,,0,,,0,10,0,,,,,,0,10,0,
2/26/2020,NJ,0,,0,0,,,,0,,,,0,,,,,,,,0,0,,,,,,,,0,0,0,,,,,,0,,0,
2/26/2020,VA,,,0,,,,,0,,,,0,,,,,,,,0,0,,0,,,,,,0,,0,,14,,,,0,,0,
2/26/2020,WA,2,,2,,,,,0,,,,0,,,,,,12,12,2,0,,,,,,,0,0,0,0,,,,,,0,,0,
2/25/2020,FL,,,0,,,,,0,,,,0,,,,,,0,,0,0,,,,,,,15,1,15,1,,,,,,0,,0,
2/25/2020,MA,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,5,,,0,16,0,,,,,,0,16,0,
2/25/2020,NE,,,0,,,,,0,,,,0,,,9,,,,,0,0,,,,,0,,,0,10,0,,,,,,0,10,0,
2/25/2020,NJ,0,,0,0,,,,0,,,,0,,,,,,,,0,0,,,,,,,,0,0,0,,,,,,0,,0,
2/25/2020,VA,,,0,,,,,0,,,,0,,,,,,,,0,0,,0,,,,,,0,,0,,14,,,,0,,0,
2/25/2020,WA,,,0,,,,,0,,,,0,,,,,,10,10,1,0,,,,,,,0,0,0,0,,,,,,0,,0,
2/24/2020,FL,,,0,,,,,0,,,,0,,,,,,0,,0,0,,,,,,,14,0,14,0,,,,,,0,,0,
2/24/2020,MA,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,5,,,0,16,2,,,,,,0,16,2,
2/24/2020,NE,,,0,,,,,0,,,,0,,,9,,,,,0,0,,,,,0,,,0,10,0,,,,,,0,10,0,
2/24/2020,NJ,0,,0,0,,,,0,,,,0,,,,,,,,0,0,,,,,,,,0,0,0,,,,,,0,,0,
2/24/2020,VA,,,0,,,,,0,,,,0,,,,,,,,0,0,,0,,,,,,0,,0,,14,,,,0,,0,
2/24/2020,WA,,,0,,,,,0,,,,0,,,,,,9,9,1,0,,,,,,,0,0,0,0,,,,,,0,,0,
2/23/2020,FL,,,0,,,,,0,,,,0,,,,,,0,,0,0,,,,,,,14,0,14,0,,,,,,0,,0,
2/23/2020,MA,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,4,,,0,14,0,,,,,,0,14,0,
2/23/2020,NE,,,0,,,,,0,,,,0,,,9,,,,,0,0,,,,,0,,,0,10,0,,,,,,0,10,0,
2/23/2020,NJ,0,,0,0,,,,0,,,,0,,,,,,,,0,0,,,,,,,,0,0,0,,,,,,0,,0,
2/23/2020,VA,,,0,,,,,0,,,,0,,,,,,,,0,0,,0,,,,,,0,,0,,12,,,,0,,0,
2/23/2020,WA,,,0,,,,,0,,,,0,,,,,,8,8,1,0,,,,,,,0,0,0,0,,,,,,0,,0,
2/22/2020,FL,,,0,,,,,0,,,,0,,,,,,0,,0,0,,,,,,,14,1,14,1,,,,,,0,,0,
2/22/2020,MA,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,4,,,0,14,0,,,,,,0,14,0,
2/22/2020,NE,,,0,,,,,0,,,,0,,,9,,,,,0,0,,,,,0,,,0,10,0,,,,,,0,10,0,
2/22/2020,NJ,0,,0,0,,,,0,,,,0,,,,,,,,0,0,,,,,,,,0,0,0,,,,,,0,,0,
2/22/2020,VA,,,0,,,,,0,,,,0,,,,,,,,0,0,,0,,,,,,0,,0,,11,,,,0,,0,
2/22/2020,WA,,,0,,,,,0,,,,0,,,,,,7,7,0,0,,,,,,,0,0,0,0,,,,,,0,,0,
2/21/2020,FL,,,0,,,,,0,,,,0,,,,,,0,,0,0,,,,,,,13,0,13,0,,,,,,0,,0,
2/21/2020,MA,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,4,,,0,14,0,,,,,,0,14,0,
2/21/2020,NE,,,0,,,,,0,,,,0,,,9,,,,,0,0,,,,,0,,,0,10,1,,,,,,0,10,1,
2/21/2020,NJ,0,,0,0,,,,0,,,,0,,,,,,,,0,0,,,,,,,,0,0,0,,,,,,0,,0,
2/21/2020,VA,,,0,,,,,0,,,,0,,,,,,,,0,0,,0,,,,,,0,,0,,9,,,,0,,0,
2/21/2020,WA,,,0,,,,,0,,,,0,,,,,,7,7,0,0,,,,,,,0,0,0,0,,,,,,0,,0,
2/20/2020,FL,,,0,,,,,0,,,,0,,,,,,0,,0,0,,,,,,,13,0,13,0,,,,,,0,,0,
2/20/2020,MA,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,4,,,0,14,1,,,,,,0,14,1,
2/20/2020,NE,,,0,,,,,0,,,,0,,,8,,,,,0,0,,,,,0,,,0,9,0,,,,,,0,9,0,
2/20/2020,NJ,0,,0,0,,,,0,,,,0,,,,,,,,0,0,,,,,,,,0,0,0,,,,,,0,,0,
2/20/2020,VA,,,0,,,,,0,,,,0,,,,,,,,0,0,,0,,,,,,0,,0,,9,,,,0,,0,
2/20/2020,WA,,,0,,,,,0,,,,0,,,,,,7,7,0,0,,,,,,,0,0,0,0,,,,,,0,,0,
2/19/2020,FL,,,0,,,,,0,,,,0,,,,,,0,,0,0,,,,,,,13,0,13,0,,,,,,0,,0,
2/19/2020,MA,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,3,,,0,13,0,,,,,,0,13,0,
2/19/2020,NE,,,0,,,,,0,,,,0,,,8,,,,,0,0,,,,,0,,,0,9,6,,,,,,0,9,6,
2/19/2020,NJ,0,,0,0,,,,0,,,,0,,,,,,,,0,0,,,,,,,,0,0,0,,,,,,0,,0,
2/19/2020,VA,,,0,,,,,0,,,,0,,,,,,,,0,0,,0,,,,,,0,,0,,9,,,,0,,0,
2/19/2020,WA,,,0,,,,,0,,,,0,,,,,,7,7,0,0,,,,,,,0,0,0,0,,,,,,0,,0,
2/18/2020,FL,,,0,,,,,0,,,,0,,,,,,0,,0,0,,,,,,,13,0,13,0,,,,,,0,,0,
2/18/2020,MA,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,3,,,0,13,0,,,,,,0,13,0,
2/18/2020,NE,,,0,,,,,0,,,,0,,,2,,,,,0,0,,,,,0,,,0,3,0,,,,,,0,3,0,
2/18/2020,NJ,0,,0,0,,,,0,,,,0,,,,,,,,0,0,,,,,,,,0,0,0,,,,,,0,,0,
2/18/2020,VA,,,0,,,,,0,,,,0,,,,,,,,0,0,,0,,,,,,0,,0,,7,,,,0,,0,
2/18/2020,WA,,,0,,,,,0,,,,0,,,,,,7,7,0,0,,,,,,,0,0,0,0,,,,,,0,,0,
2/17/2020,FL,,,0,,,,,0,,,,0,,,,,,0,,0,0,,,,,,,13,1,13,1,,,,,,0,,0,
2/17/2020,MA,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,3,,,0,13,0,,,,,,0,13,0,
2/17/2020,NE,,,0,,,,,0,,,,0,,,2,,,,,0,0,,,,,0,,,0,3,0,,,,,,0,3,0,
2/17/2020,NJ,0,,0,0,,,,0,,,,0,,,,,,,,0,0,,,,,,,,0,0,0,,,,,,0,,0,
2/17/2020,VA,,,0,,,,,0,,,,0,,,,,,,,0,0,,0,,,,,,0,,0,,5,,,,0,,0,
2/17/2020,WA,,,0,,,,,0,,,,0,,,,,,7,7,0,0,,,,,,,0,0,0,0,,,,,,0,,0,
2/16/2020,FL,,,0,,,,,0,,,,0,,,,,,0,,0,0,,,,,,,12,0,12,0,,,,,,0,,0,
2/16/2020,MA,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,3,,,0,13,0,,,,,,0,13,0,
2/16/2020,NE,,,0,,,,,0,,,,0,,,2,,,,,0,0,,,,,0,,,0,3,2,,,,,,0,3,2,
2/16/2020,NJ,0,,0,0,,,,0,,,,0,,,,,,,,0,0,,,,,,,,0,0,0,,,,,,0,,0,
2/16/2020,VA,,,0,,,,,0,,,,0,,,,,,,,0,0,,0,,,,,,0,,0,,4,,,,0,,0,
2/16/2020,WA,,,0,,,,,0,,,,0,,,,,,7,7,0,0,,,,,,,0,0,0,0,,,,,,0,,0,
2/15/2020,FL,,,0,,,,,0,,,,0,,,,,,0,,0,0,,,,,,,12,3,12,3,,,,,,0,,0,
2/15/2020,MA,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,3,,,0,13,0,,,,,,0,13,0,
2/15/2020,NE,,,0,,,,,0,,,,0,,,1,,,,,0,0,,,,,0,,,0,1,0,,,,,,0,1,1,
2/15/2020,NJ,0,,0,0,,,,0,,,,0,,,,,,,,0,0,,,,,,,,0,0,0,,,,,,0,,0,
2/15/2020,VA,,,0,,,,,0,,,,0,,,,,,,,0,0,,0,,,,,,0,,0,,4,,,,0,,0,
2/15/2020,WA,,,0,,,,,0,,,,0,,,,,,7,7,0,0,,,,,,,0,0,0,0,,,,,,0,,0,
2/14/2020,FL,,,0,,,,,0,,,,0,,,,,,0,,0,0,,,,,,,9,0,9,0,,,,,,0,,0,
2/14/2020,MA,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,3,,,0,13,0,,,,,,0,13,0,
2/14/2020,NJ,0,,0,0,,,,0,,,,0,,,,,,,,0,0,,,,,,,,0,0,0,,,,,,0,,0,
2/14/2020,VA,,,0,,,,,0,,,,0,,,,,,,,0,0,,0,,,,,,0,,0,,4,,,,0,,0,
2/14/2020,WA,,,0,,,,,0,,,,0,,,,,,7,7,1,0,,,,,,,0,0,0,0,,,,,,0,,0,
2/13/2020,FL,,,0,,,,,0,,,,0,,,,,,0,,0,0,,,,,,,9,1,9,1,,,,,,0,,0,
2/13/2020,MA,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,3,,,0,13,0,,,,,,0,13,0,
2/13/2020,NJ,0,,0,0,,,,0,,,,0,,,,,,,,0,0,,,,,,,,0,0,0,,,,,,0,,0,
2/13/2020,VA,,,0,,,,,0,,,,0,,,,,,,,0,0,,0,,,,,,0,,0,,4,,,,0,,0,
2/13/2020,WA,,,0,,,,,0,,,,0,,,,,,6,6,1,0,,,,,,,0,0,0,0,,,,,,0,,0,
2/12/2020,FL,,,0,,,,,0,,,,0,,,,,,0,,0,0,,,,,,,8,0,8,0,,,,,,0,,0,
2/12/2020,MA,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,3,,,0,13,1,,,,,,0,13,1,
2/12/2020,NJ,0,,0,0,,,,0,,,,0,,,,,,,,0,0,,,,,,,,0,0,0,,,,,,0,,0,
2/12/2020,VA,,,0,,,,,0,,,,0,,,,,,,,0,0,,0,,,,,,0,,0,,4,,,,0,,0,
2/12/2020,WA,,,0,,,,,0,,,,0,,,,,,5,5,0,0,,,,,,,0,0,0,0,,,,,,0,,0,
2/11/2020,FL,,,0,,,,,0,,,,0,,,,,,0,,0,0,,,,,,,8,1,8,1,,,,,,0,,0,
2/11/2020,MA,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,3,,,0,12,0,,,,,,0,12,0,
2/11/2020,NJ,0,,0,0,,,,0,,,,0,,,,,,,,0,0,,,,,,,,0,0,0,,,,,,0,,0,
2/11/2020,VA,,,0,,,,,0,,,,0,,,,,,,,0,0,,0,,,,,,0,,0,,4,,,,0,,0,
2/11/2020,WA,,,0,,,,,0,,,,0,,,,,,5,5,0,0,,,,,,,0,0,0,0,,,,,,0,,0,
2/10/2020,FL,,,0,,,,,0,,,,0,,,,,,0,,0,0,,,,,,,7,0,7,0,,,,,,0,,0,
2/10/2020,MA,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,3,,,0,12,1,,,,,,0,12,1,
2/10/2020,NJ,0,,0,0,,,,0,,,,0,,,,,,,,0,0,,,,,,,,0,0,0,,,,,,0,,0,
2/10/2020,VA,,,0,,,,,0,,,,0,,,,,,,,0,0,,0,,,,,,0,,0,,3,,,,0,,0,
2/10/2020,WA,,,0,,,,,0,,,,0,,,,,,5,5,0,0,,,,,,,0,0,0,0,,,,,,0,,0,
2/9/2020,FL,,,0,,,,,0,,,,0,,,,,,0,,0,0,,,,,,,7,0,7,0,,,,,,0,,0,
2/9/2020,MA,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,2,,,0,11,0,,,,,,0,11,0,
2/9/2020,VA,,,0,,,,,0,,,,0,,,,,,,,0,0,,0,,,,,,0,,0,,3,,,,0,,0,
2/9/2020,WA,,,0,,,,,0,,,,0,,,,,,5,5,0,0,,,,,,,0,0,0,0,,,,,,0,,0,
2/8/2020,FL,,,0,,,,,0,,,,0,,,,,,0,,0,0,,,,,,,7,1,7,1,,,,,,0,,0,
2/8/2020,MA,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,2,,,0,11,1,,,,,,0,11,1,
2/8/2020,VA,,,0,,,,,0,,,,0,,,,,,,,0,0,,0,,,,,,0,,0,,3,,,,0,,0,
2/8/2020,WA,,,0,,,,,0,,,,0,,,,,,5,5,0,0,,,,,,,0,0,0,0,,,,,,0,,0,
2/7/2020,FL,,,0,,,,,0,,,,0,,,,,,0,,0,0,,,,,,,6,0,6,0,,,,,,0,,0,
2/7/2020,MA,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,2,,,0,10,0,,,,,,0,10,0,
2/7/2020,VA,,,0,,,,,0,,,,0,,,,,,,,0,0,,0,,,,,,0,,0,,3,,,,0,,0,
2/7/2020,WA,,,0,,,,,0,,,,0,,,,,,5,5,0,0,,,,,,,0,0,0,0,,,,,,0,,0,
2/6/2020,FL,,,0,,,,,0,,,,0,,,,,,0,,0,0,,,,,,,6,0,6,0,,,,,,0,,0,
2/6/2020,MA,,,0,,,,,0,,,,0,,,,,,,,0,0,,,,,2,,,0,10,1,,,,,,0,10,1,
2/6/2020,VA,,,0,,,,,0,,,,0,,,,,,,,0,0,,0,,,,,,0,,0,,3,,,,0,,0,
